,Rank,sample_id,factor,cell_line,cell_type,tissue,DNase_p_value,ChIP-seq_p_value,H3K27ac_p_value,summary_p_value
6407,6408,45389,WHSC1,K562,Erythroblast,Bone Marrow,0.7860810200876094,0.7750599428613156,0.7934360652800818,0.7850807360138462
6408,6409,8786,WHSC1,K562,Erythroblast,Bone Marrow,0.7860810200876094,0.7750599428613156,0.7934360652800818,0.7850807360138462
6409,6410,36355,SNAPC1,IMR90,Fibroblast,Lung,0.7848970573341058,0.7807416618452305,0.789814404865965,0.7852051284352699
6410,6411,1197,BRF1,HeLa,Epithelium,Cervix,0.7863756915935884,0.7840095992632434,0.7873927267841576,0.7859339062790991
6411,6412,41812,JARID2,None,iPSC,None,0.7850318412236329,0.7872893566505621,0.7871967404045408,0.7865102723045491
6412,6413,49156,COIL,HeLa,Epithelium,Cervix,0.7863660343043355,0.7865630884577273,0.7867600300577822,0.7865631534207912
6413,6414,72700,NUP98,HEK293FT,None,Kidney,0.7863660343043355,0.7862674691389291,0.7870552486028424,0.7865634043666252
6414,6415,68781,TOP1,HCT-116,Colon cancer cell,Colon,0.8171846204304187,0.687704328360502,0.8198732113173727,0.7868211217378934
6415,6416,63354,CEBPZ,GM12878,B Lymphocyte,Blood,0.7874794392807534,0.7814842310176678,0.7936489049236201,0.787635925245547
6416,6417,63846,MCM7,K562,Erythroblast,Bone Marrow,0.7896222141007556,0.7868216696085815,0.7921324031853052,0.7895444157979363
6417,6418,63010,ZNF697,HEK293,Epithelium,Embryonic Kidney,0.7828449807969698,0.7856467293583851,0.8004550496720546,0.7898961809276024
6418,6419,50151,PR,C4-2,Epithelium,None,0.7886029249604503,0.7886546070123799,0.7929946419363668,0.7901013472054554
6419,6420,68960,SUZ12,NCCIT,Embryonal carcinoma cell,None,0.7896896966534575,0.7895988944283698,0.791982520140375,0.7904286623565173
6420,6421,45427,CBX2,K562,Erythroblast,Bone Marrow,0.7911152154227128,0.7911152291311486,0.7921189403598525,0.7914507117826375
6421,6422,8767,CBX2,K562,Erythroblast,Bone Marrow,0.7911152154227128,0.7911152291311486,0.7921189403598525,0.7914507117826375
6422,6423,76252,CTCF,MCF-10A,Epithelium,None,0.8462526327137923,0.14663427944708035,0.9224946340213986,0.791963366374518
6423,6424,70094,TET2,293T,None,None,0.7924211472514271,0.7928628290174657,0.7915361255417046,0.7922746166792476
6424,6425,69624,CTCF,None,Erythroid Cell,None,0.7982891293972898,0.2811065846567423,0.908790589099173,0.7925937906827653
6425,6426,63090,PRPF4,HepG2,Epithelium,Liver,0.7942614407228877,0.78306495892571,0.7998697193154587,0.7925970152384659
6426,6427,36575,CTCF,GM12878,B Lymphocyte,Blood,0.8099388902851317,0.15571100019154965,0.9279448481199707,0.7926274363573875
6427,6428,65040,DNMT1,K562,Erythroblast,Bone Marrow,0.7868303246357903,0.7855191719316612,0.804775703706837,0.7927024877991271
6428,6429,54380,LMTK3,MCF-7,Epithelium,Breast,0.7969323594085826,0.7852887800234065,0.7977277816546156,0.7934475495638775
6429,6430,64465,RELA,K562,Erythroblast,Bone Marrow,0.784795819447719,0.7958204320045286,0.7995564106062161,0.7935509419204048
6430,6431,55647,ELL2,HCT-116,None,Colon,0.7922340474127234,0.7927736988474263,0.7956645009542822,0.7935668634485338
6431,6432,35694,SUMO1,WI-38,Fibroblast,Lung,0.7850731461661762,0.578055891069905,0.8777510390585819,0.7941521145539079
6432,6433,64707,ZSCAN16,HEK293,Epithelium,Embryonic Kidney,0.799121810596332,0.7731346563208658,0.8077475504719054,0.7941994254269398
6433,6434,45873,SETDB1,K562,Erythroblast,Bone Marrow,0.7984655729482287,0.7660002510888545,0.814994373217672,0.794813935451367
6434,6435,44101,FOXP3,None,T Lymphocyte,Blood,0.795191946635155,0.795191946635155,0.795191946635155,0.795191946635155
6435,6436,70558,ZNF335,Jurkat,T Lymphocyte,Blood,0.795191946635155,0.795191946635155,0.795191946635155,0.795191946635155
6436,6437,76942,SRPK2,MCF-10A,Epithelium,None,0.795191946635155,0.795191946635155,0.795191946635155,0.795191946635155
6437,6438,71024,ARNTL,U2OS,Osteosarcoma cell,None,0.7963226387669942,0.7886676040829199,0.8021618589616719,0.7958452188166777
6438,6439,77022,ZNF879,293T,None,None,0.7934512508989032,0.7964241231649685,0.8041706562702196,0.7981034747402314
6439,6440,54381,LMTK3,MDA-MB-231,Epithelium,Breast,0.7983019711740731,0.7982933503337551,0.7991022291502814,0.7985664672684556
6440,6441,76574,CENPC,HuRef,Lymphoblastoid,None,0.8070224347224234,0.8070224347224234,0.7842917262082355,0.7999222246005135
6441,6442,48298,REST,GM12878,B Lymphocyte,Blood,0.832154462772873,0.7196231652891785,0.8244421959779917,0.8014178255029663
6442,6443,47475,CTCF,K562,Erythroblast,Bone Marrow,0.8085647952977333,0.3756601186153012,0.9014505359589289,0.801545001031071
6443,6444,76412,ESCO2,None,None,None,0.8437552819353052,0.1726015800943329,0.9222319414622091,0.803370362094425
6444,6445,49475,HES1,SW1353,None,Bone,0.8077198238407898,0.7979504426597255,0.805327482053795,0.8037416495572958
6445,6446,45642,POLR3G,GM12878,B Lymphocyte,Blood,0.8047061357068309,0.802912130252615,0.8045868449131124,0.8040713415252418
6446,6447,691,POLR3A,GM12878,B Lymphocyte,Blood,0.8047061357068309,0.802912130252615,0.8045868449131124,0.8040713415252418
6447,6448,63971,SMARCA4,K562,Erythroblast,Bone Marrow,0.7625433083950404,0.36182325659661396,0.9144976331210666,0.8043943504968698
6448,6449,39776,REPIN1,Kasumi-1,Myeloblast,Blood,0.8260429619481591,0.6263399867593644,0.8637158063133346,0.8044952978208731
6449,6450,58489,CTCF,None,Embryonic Stem Cell,Embryo,0.8024746530567419,0.12461653947171536,0.9405463529791435,0.8049862523498845
6450,6451,68798,SATB1,SH-SY5Y,Neuron,None,0.8251767648536015,0.43317739184434045,0.8929323251730517,0.8054290325322638
6451,6452,45583,ZNF274,GM08714,None,Blood,0.8063324951394804,0.8030583749087647,0.8107182192515371,0.8067476904918326
6452,6453,48294,REST,GM12878,B Lymphocyte,Blood,0.828542308214967,0.7597298370152898,0.8231669913163819,0.8077319099953759
6453,6454,63935,YBX3,K562,Erythroblast,Bone Marrow,0.7984733897467242,0.8049176368155075,0.8195612901616354,0.808012746778184
6454,6455,43569,CBX8,None,Fibroblast,Foreskin,0.8100950767502801,0.8080539080158842,0.811857437597426,0.8100132991895026
6455,6456,38695,RBCK1,LoVo,None,Colon,0.8085688275234015,0.7978216531457509,0.8240997769940226,0.8107100077091092
6456,6457,75569,SMC1A,None,None,None,0.8047468557255852,0.49436576710968294,0.8989549474698215,0.8110684427198476
6457,6458,62990,GLI4,HEK293,Epithelium,Embryonic Kidney,0.8137744710732662,0.7962531380939142,0.8239174984750386,0.8119139757882027
6458,6459,77162,ZNF205,293T,None,None,0.8130382095269747,0.8126196701038504,0.8135700595282107,0.8130766938844918
6459,6460,48306,REST,GM12878,B Lymphocyte,Blood,0.8403836972103333,0.7662696230603657,0.8212616859867181,0.8135380435259968
6460,6461,43447,TAL1,None,Proerythroblast,Bone Marrow,0.7456125336690338,0.2739963120519823,0.9291109262799992,0.8137764499095235
6461,6462,41817,EZH2,None,iPSC,None,0.8087911257863856,0.8297746558090537,0.8015085810902884,0.8140621395720243
6462,6463,68962,PRDM14,NCCIT,Embryonal carcinoma cell,None,0.8125788897003738,0.8093307481930473,0.8212067543087374,0.8144933980561682
6463,6464,65187,ZNF146,HEK293,Epithelium,Embryonic Kidney,0.7780876145375587,0.23661911672609537,0.9296185980767007,0.8146132013522076
6464,6465,62704,ZNF24,K562,Erythroblast,Bone Marrow,0.8160887353962594,0.5970914208611426,0.887709094667997,0.8149250232443978
6465,6466,35290,BRDU,HeLa-S3,Epithelium,Cervix,0.8194511744180418,0.8086683707200031,0.8180842624101482,0.8155095932633611
6466,6467,64878,ZBTB1,HEK293,Epithelium,Embryonic Kidney,0.8158730271933662,0.8067894983863124,0.8236135261442896,0.8156515036832535
6467,6468,73940,ZNF558,293T,None,None,0.8396256687018114,0.7859439978065759,0.8146862789834253,0.8156943107718682
6468,6469,55661,LEO1,HCT-116,None,Colon,0.8157704364358811,0.8162004916971584,0.8151624075692894,0.8157119831100599
6469,6470,48308,REST,GM12878,B Lymphocyte,Blood,0.83545335477827,0.7757073619718566,0.8281845300480992,0.8161823283416122
6470,6471,56466,EHMT2,HEK293T,Epithelium,Embryonic Kidney,0.8191086085838348,0.8087318029973422,0.8215379660822208,0.8166057772826775
6471,6472,63976,ZNF512,K562,Erythroblast,Bone Marrow,0.8219853086610898,0.6564610017721495,0.8784021134440454,0.816748094616857
6472,6473,63312,SP1,HepG2,Epithelium,Liver,0.8242253983367421,0.8185543989658293,0.8072618794480677,0.8169177868842725
6473,6474,63614,ZKSCAN1,MCF-7,Epithelium,Breast,0.8029293449975196,0.8019380711851751,0.8432512201247149,0.8179726308719624
6474,6475,42151,CTCF,HCT-116,None,Colon,0.8298098329913179,0.19514070328393796,0.929390079654414,0.8191943900040154
6475,6476,35837,MYC,H1,Embryonic Stem Cell,Embryo,0.8241212373566899,0.800185174413242,0.831041975394774,0.8192729461226299
6476,6477,8096,MYC,H1,Embryonic Stem Cell,Embryo,0.8241212373566899,0.800185174413242,0.831041975394774,0.8192729461226299
6477,6478,42929,REST,GP5d,None,Colon,0.8157288529760324,0.7831713206776476,0.8495168303152146,0.8197442231494501
6478,6479,67774,GATA1,None,Hematopoietic stem and progenitor cell,Fetal Liver,0.8208563509377669,0.8187673765408208,0.8208090429895385,0.8201489377662875
6479,6480,52214,TALE,HEK293T,Epithelium,Embryonic Kidney,0.8201715077723648,0.8202373788086039,0.8210922962008051,0.8205012694828238
6480,6481,77168,ZNF17,293T,None,None,0.8285663509969441,0.804445833472522,0.8294326743936766,0.8214537479654191
6481,6482,53471,SVIL,SH-SY5Y,None,Bone Marrow,0.8217194116794329,0.8217194116794329,0.8217194116794329,0.8217194116794329
6482,6483,69232,CENPT,HeLa,Epithelium,Cervix,0.8217194116794329,0.8217194116794329,0.8217194116794329,0.8217194116794329
6483,6484,57112,EPO,RL95-2,None,Uterus,0.8217194116794329,0.821719415590771,0.8217194116794329,0.8217194129832123
6484,6485,77085,ZNF567,293T,None,None,0.827208334774348,0.8174729462432748,0.8208407404174665,0.8219230833513747
6485,6486,77177,ZNF124,293T,None,None,0.8238186089867912,0.8201181491996008,0.8230593872962306,0.8223447945975157
6486,6487,77184,ZKSCAN3,293T,None,None,0.8223268974165495,0.821186549362608,0.8236104538540461,0.8223795697630647
6487,6488,48923,TRIM28,H1,Embryonic Stem Cell,Embryo,0.7279037036667841,0.38019475458203356,0.9277963440050252,0.8224123231469522
6488,6489,63739,E2F4,MCF-7,Epithelium,Breast,0.8220315272980889,0.822061275038709,0.824005349153401,0.822703702385768
6489,6490,38856,ATOH1,LoVo,None,Colon,0.8207130829131,0.8168238870001201,0.8309144623739424,0.8229984639746515
6490,6491,62742,YBX1,K562,Erythroblast,Bone Marrow,0.8253011809837256,0.8133830901363852,0.8296159483966035,0.8230001541976851
6491,6492,74279,TERF2,HeLa,None,None,0.8229533590954772,0.8234589797092873,0.823543160935928,0.8233188433063714
6492,6493,64823,KDM1A,K562,Erythroblast,Bone Marrow,0.7890452206339478,0.41898598740131243,0.9185138101980475,0.8234268674736458
6493,6494,42692,MAFG,LoVo,None,Colon,0.8239592762053538,0.8204165996620613,0.8266676122679302,0.8237143640030526
6494,6495,43578,CBX8,None,Fibroblast,Foreskin,0.8254543781081419,0.8240082095055559,0.825547428204,0.8250058772669302
6495,6496,34989,LMNB1,IMR90,Fibroblast,Lung,0.8265248150978276,0.8264176085256918,0.8267391993599016,0.8265606336765475
6496,6497,69234,CENPT,HuRef,Lymphoblastoid,None,0.8271507360212471,0.8269432438542723,0.8269432438542723,0.8270124576813386
6497,6498,69523,ZNF224,HEK293,HEK 293 Cell Line,None,0.8269705858388621,0.8264061350060967,0.8293290652423833,0.827577000445034
6498,6499,56462,EHMT2,HEK293T,Epithelium,Embryonic Kidney,0.8286642066301209,0.8231417878894249,0.8309511670467394,0.8276413501886031
6499,6500,53077,RBP2,U937,None,Pleura,0.8233540864047062,0.8290796166063729,0.8304787071209567,0.8276865651154903
6500,6501,76941,SRPK1,MCF-10A,Epithelium,None,0.8329460602769121,0.8301356981821342,0.8209942230050274,0.8281595274766756
6501,6502,48764,EZH2,None,Multiple myeloma,None,0.8292883573129766,0.8249141901090247,0.8312561085345713,0.8285228956427442
6502,6503,63773,ZNF264,HEK293,Epithelium,Embryonic Kidney,0.8307967381593069,0.8225474037838432,0.832786363085993,0.8288120138307797
6503,6504,62814,NR4A1,K562,Erythroblast,Bone Marrow,0.8365935096748732,0.7088907640915167,0.8793362235541613,0.8294915115589704
6504,6505,73938,ZNF584,293T,None,None,0.8302168420964825,0.8308071092829786,0.8294098067967053,0.8301463292564366
6505,6506,64976,H3F3A,DOHH-2,None,None,0.8301542742710079,0.8282271164510528,0.834423249966134,0.8309709702706021
6506,6507,42294,STAG1,GM12878,B Lymphocyte,Blood,0.8404073527260061,0.09609920980805858,0.9514466094267375,0.8312479525263019
6507,6508,43571,RING1,None,Fibroblast,Foreskin,0.8199760485895902,0.759393160185306,0.8789600655635947,0.8317809356790298
6508,6509,47867,REST,Jurkat,T Lymphocyte,Blood,0.837708714027392,0.7927026476199075,0.8572412951886084,0.8328662477009376
6509,6510,37392,TAL1,Jurkat E6-1,T Lymphocyte,Blood,0.836068875584795,0.8304812434253495,0.8335181290283247,0.8333844357573712
6510,6511,58949,SMN1,HEK293,Epithelium,Embryonic Kidney,0.8350267099296254,0.8262823174240753,0.8395203456665776,0.8337726085829202
6511,6512,62488,ZNF202,HEK293,Epithelium,Embryonic Kidney,0.8389383886876868,0.7987898257715942,0.8574715310793825,0.834807122760538
6512,6513,64082,PBX2,K562,Erythroblast,Bone Marrow,0.8467516026188837,0.8022975311359233,0.8539689358241044,0.8369739087464678
6513,6514,76844,EBF3,SK-N-SH,None,None,0.8437547029792065,0.8437547029792065,0.8217194116794329,0.8369844695420301
6514,6515,62587,MCM7,K562,Erythroblast,Bone Marrow,0.8220488962349695,0.8370105200664704,0.8501609398131504,0.8371391244419877
6515,6516,73956,ZNF331,293T,None,None,0.8375420515286478,0.8329153895017571,0.8428398078863453,0.8378583893526894
6516,6517,53466,KDM1A,SH-SY5Y,None,Bone Marrow,0.8394288281116367,0.839040087826509,0.8398945071606216,0.8394551688925453
6517,6518,62705,ZNF24,K562,Erythroblast,Bone Marrow,0.8426824420603458,0.5343536917004341,0.9110633001958501,0.8398194293916483
6518,6519,76876,TERT,A2780,Epithelium,Ovary,0.8417489755416933,0.8410927096572155,0.8417489755416933,0.8415307726883243
6519,6520,7486,HDAC8,K562,Erythroblast,Bone Marrow,0.8437061076308099,0.8249161623676531,0.8555899753107079,0.8423090222194831
6520,6521,57116,LEF1,RL95-2,None,Uterus,0.8437547029792065,0.8437547029792065,0.8437547029792065,0.8437547029792065
6521,6522,68664,MLLT3,None,Neuronal Progenitor cell,None,0.8437547029792065,0.8437547029792065,0.8437547029792065,0.8437547029792065
6522,6523,72758,WDR5,THP-1,Leukemia Cell,None,0.8437547029792065,0.8437547029792065,0.8437547029792065,0.8437547029792065
6523,6524,45933,TRIM28,K562,Erythroblast,Bone Marrow,0.8179005836625919,0.715901417420356,0.9051168653676127,0.8437740458923042
6524,6525,56894,LMNB1,IMR90,Fibroblast,Lung,0.8442598638629086,0.8438833887859283,0.8442598638629086,0.8441345576791981
6525,6526,43978,T,None,Endothelial Cell,Artery,0.8547291559228668,0.816792666709255,0.8556805453597826,0.8441688652500943
6526,6527,71198,RELA,LNCaP,Epithelium,Prostate,0.8442598638629086,0.8446357513527694,0.8447296296027337,0.8445419916812335
6527,6528,1507,ZNF274,HepG2,Epithelium,Liver,0.8446357513527694,0.8443539325589615,0.8447296296027337,0.8445732551591222
6528,6529,74305,AFF4,MV4;11,Acute myeloid leukemia,None,0.823543160935928,0.8539641243787146,0.8543926974395338,0.845120320739565
6529,6530,45835,CTCF,HL-60,Promyeloblast,Blood,0.8326399010656469,0.2489428353132263,0.93666061147659,0.8452239292049586
6530,6531,63618,ZNF280D,HEK293,Epithelium,Embryonic Kidney,0.8507139200593528,0.7944721901768566,0.8741150407505085,0.8456979625190811
6531,6532,42957,RAD21,LoVo,None,Colon,0.8650875319626837,0.15088859295267965,0.9425195167273633,0.8468065600462624
6532,6533,64705,YBX1,MCF-7,Epithelium,Breast,0.8357020522405554,0.8346664514020941,0.8670325542458426,0.8472491063422776
6533,6534,77141,ZNF302,293T,None,None,0.8479782442476781,0.8470937292931496,0.8478520934571883,0.8476422780154425
6534,6535,46146,STAT5A,GM12878,B Lymphocyte,Blood,0.8088507899233913,0.4413476308542208,0.9307168261485661,0.8479500397928246
6535,6536,43823,BCL11A,CAL-1,Dendritic Cell,None,0.8492192128829044,0.850477013944287,0.8474762364597759,0.8490667394489844
6536,6537,56844,KRAB,K562,Erythroblast,Bone Marrow,0.8528932944930468,0.827946767883239,0.8644422981402252,0.8497900785809637
6537,6538,64455,AEBP2,HEK293,Epithelium,Embryonic Kidney,0.8469907342537262,0.844717078900014,0.8594934050098806,0.8506690794895724
6538,6539,74654,ZMYM3,K562,Erythroblast,Bone Marrow,0.8190002624700539,0.32940540440753296,0.936587208506761,0.8507872428115267
6539,6540,77044,ZNF776,293T,None,None,0.8522863382388683,0.8525059260794937,0.8525197213357011,0.8524374003482411
6540,6541,71022,CLOCK,U2OS,Osteosarcoma cell,None,0.8531698630399205,0.8519727798463621,0.8525175115389123,0.8525548916753384
6541,6542,64674,ZNF707,HEK293,Epithelium,Embryonic Kidney,0.8519624533476384,0.8417341903464011,0.8659813726489451,0.8538605536310255
6542,6543,36343,PAF1,A549,Epithelium,Lung,0.8538202822675134,0.8539635282894136,0.8541782186160671,0.8539874807321135
6543,6544,56848,KRAB,K562,Erythroblast,Bone Marrow,0.8541782186160671,0.8533181807684487,0.8544641432211239,0.8539883537036417
6544,6545,56854,KRAB,K562,Erythroblast,Bone Marrow,0.8541782186160671,0.8533181807684487,0.8546069640497391,0.8540362793640417
6545,6546,8480,RUNX1,Kasumi-1,Myeloblast,Blood,0.8540082179333265,0.8519784262955373,0.8562951620344246,0.854113751702304
6546,6547,67610,ZEB1,PANC-1,None,Pancreatic ductal,0.8566107051235194,0.8455983499538537,0.860338900947007,0.8544268200739462
6547,6548,63271,DROSHA,HepG2,Epithelium,Liver,0.8540212895164461,0.8135484240637652,0.8821785406020635,0.8547148436791108
6548,6549,63264,PTTG1,K562,Erythroblast,Bone Marrow,0.8552715139399671,0.8423758599531472,0.8651821174237715,0.8548281528653463
6549,6550,72780,CTCF,K562,Leukemia,Bone,0.84560363553118,0.32395450017458705,0.9359043822659032,0.856124244786789
6550,6551,62815,NR4A1,K562,Erythroblast,Bone Marrow,0.8652386670673058,0.716660663083348,0.9031167212037345,0.8567982979152449
6551,6552,77240,ZSCAN5B,HEK293,HEK 293 Cell Line,None,0.8582862931695041,0.857412675367152,0.8579045324880785,0.8578686724394019
6552,6553,75295,POLR3G,NT2-D1,Stem cell,None,0.8589247783267724,0.8578858108948118,0.8594630008160862,0.8587606907077303
6553,6554,77187,ZIK1,293T,None,None,0.8595659988390113,0.8600007181027975,0.8606150016923024,0.8600618106690221
6554,6555,75293,POLR3G,NT2-D1,Stem cell,None,0.8602090745273818,0.8605489082692561,0.8605489082692561,0.8604358021628962
6555,6556,72802,LMNA,None,Fibroblast,None,0.8604640025632129,0.8607186142352925,0.8608034144995855,0.8606621499885225
6556,6557,62743,YBX1,K562,Erythroblast,Bone Marrow,0.8617954504633067,0.8511561024762628,0.870339080443515,0.8615093731167787
6557,6558,47869,REST,Jurkat,T Lymphocyte,Blood,0.8651165887290606,0.8089590879959506,0.8901425127716316,0.8616034474681848
6558,6559,58138,KDM4C,OECM1,None,Head and neck,0.8623723160917155,0.8623723160917155,0.8623723160917155,0.8623723160917154
6559,6560,69231,CENPT,HeLa,Epithelium,Cervix,0.8623723160917155,0.8623723160917155,0.8623723160917155,0.8623723160917154
6560,6561,70104,DROSHA,HeLa,Epithelium,Cervix,0.8623723160917155,0.8623723160917155,0.8623723160917155,0.8623723160917154
6561,6562,71844,ERG,RWPE1,Epithelium,Prostate,0.8623723160917155,0.8623723160917155,0.8623723160917155,0.8623723160917154
6562,6563,76572,CENPC,HeLa,Epithelium,Cervix,0.8623723160917155,0.8623723160917155,0.8623723160917155,0.8623723160917154
6563,6564,9262,AR,LNCaP,Epithelium,Prostate,0.8623723160917155,0.8623723160917155,0.8623723160917155,0.8623723160917154
6564,6565,73717,KMT2A,ML-2,Monocyte,None,0.8623723160917155,0.8623723188821215,0.8623723160917155,0.8623723170218509
6565,6566,63763,ZNF48,HEK293,Epithelium,Embryonic Kidney,0.8613094589306282,0.8628173145033182,0.8650521572419284,0.8630758717756224
6566,6567,1471,RAD21,HepG2,Epithelium,Liver,0.9134740177697389,0.1306122140772885,0.9410531566595642,0.8646904495985273
6567,6568,45630,WRNIP1,GM12878,B Lymphocyte,Blood,0.8376489551957066,0.47804659926980864,0.9364360121894904,0.8652728580628396
6568,6569,47851,REST,GM12878,B Lymphocyte,Blood,0.8827530679101384,0.8293114200909821,0.875304357597401,0.8658936270646598
6569,6570,47856,REST,GM12878,B Lymphocyte,Blood,0.8819517217484494,0.8327567162757992,0.8742700949279891,0.8659083490104177
6570,6571,77457,SON,K562,Leukemia,None,0.8742627694597087,0.849496883410884,0.8722040464041193,0.8661526050143782
6571,6572,62647,MCM5,K562,Erythroblast,Bone Marrow,0.8663955969827091,0.8660493579631393,0.8663955969827091,0.8662803711792402
6572,6573,62531,ZNF585B,HEK293,Epithelium,Embryonic Kidney,0.8647496370337172,0.8082349890135807,0.8995898597525867,0.8664961540262303
6573,6574,42819,CTCFL,LoVo,None,Colon,0.8655326866301802,0.7182643131427906,0.9158329581142814,0.8666319250062884
6574,6575,62899,ZNF346,HEK293,Epithelium,Embryonic Kidney,0.8514509310278161,0.8281148931176638,0.9001694438106654,0.8666379109323771
6575,6576,73892,DNMT3B,LCL,None,None,0.866461857073015,0.8667263523349181,0.8669904869190854,0.8667265609135274
6576,6577,62513,ID3,K562,Erythroblast,Bone Marrow,0.8687061708194332,0.7950144191041482,0.9027460015634314,0.867533967501589
6577,6578,69890,FOXA1,None,None,endometrioid adenocarcinoma,0.8687544821888779,0.8683448953201802,0.8689078501446585,0.8686694808027113
6578,6579,63049,ZNF292,HEK293,Epithelium,Embryonic Kidney,0.8675190840259428,0.8643973054988089,0.874467562090985,0.8689237639163652
6579,6580,77036,ZNF789,293T,None,None,0.8694427015878057,0.8665115279955127,0.8712657127823464,0.8691008258043676
6580,6581,64583,RNF2,K562,Erythroblast,Bone Marrow,0.8718228945132347,0.8587900574577717,0.8784852885217427,0.8701736725615586
6581,6582,45414,HDAC2,K562,Erythroblast,Bone Marrow,0.8788227013758461,0.8204904846574326,0.8964659351850774,0.8718566812624347
6582,6583,1936,CTCF,Jurkat,T Lymphocyte,Blood,0.8508077844786888,0.3382344354611244,0.9440219372320697,0.8718652171164367
6583,6584,74426,MAX,MDA-MB-468,None,Breast,0.8717014570910804,0.8717797633274553,0.8726639186400496,0.8720497905436193
6584,6585,73955,ZNF33A,293T,None,None,0.8713109472139557,0.8693768182818227,0.8759776690831667,0.872279209228406
6585,6586,63640,ZNF140,HEK293,Epithelium,Embryonic Kidney,0.8685118290009842,0.859806920056012,0.8863496186894787,0.8724888394910071
6586,6587,35287,BRDU,HeLa-S3,Epithelium,Cervix,0.8742636754443622,0.8639443643801052,0.879850301416487,0.8730034428209781
6587,6588,73953,ZNF354A,293T,None,None,0.8705306030734626,0.8727597809326875,0.8757485229814358,0.8730471329276381
6588,6589,65091,ZNF41,HEK293,Epithelium,Embryonic Kidney,0.8742903099559963,0.867349685602397,0.8772187509362552,0.8730786929888669
6589,6590,51840,TOP1,LNCaP,Epithelium,Prostate,0.8906807123496738,0.06126599949709677,0.9665715271095259,0.8735798780725998
6590,6591,76882,TERT,None,hESC,None,0.8593732071902314,0.8796929242014391,0.8801684880876309,0.8737432601061169
6591,6592,56893,LMNB1,IMR90,Fibroblast,Lung,0.8741811513762773,0.8743350588311098,0.8738729625864843,0.8741300019038905
6592,6593,71220,AR,LNCaP,Epithelium,Prostate,0.874565648215674,0.8748726546318479,0.874949324173186,0.874796083568814
6593,6594,71199,RELA,LNCaP,Epithelium,Prostate,0.874565648215674,0.874949324173186,0.874949324173186,0.874821679649677
6594,6595,58948,SMN1,HEK293,Epithelium,Embryonic Kidney,0.8771812058196076,0.8654491085426048,0.8835880102458482,0.875827578563991
6595,6596,34353,SUMO1,HeLa,Epithelium,Cervix,0.8588323153088038,0.6675589606019922,0.9326102661211714,0.876476797401452
6596,6597,48301,REST,GM12878,B Lymphocyte,Blood,0.8965062963599139,0.8241334842707554,0.8898550106774192,0.8768298437362743
6597,6598,77238,ZSCAN5B,BeWo,None,None,0.8650492231375487,0.8822659483075734,0.8839353880250491,0.8776212718853469
6598,6599,64307,ZNF837,HEK293,Epithelium,Embryonic Kidney,0.880183662877353,0.8694036000256095,0.8825410236616564,0.877622491310696
6599,6600,58876,RUNX1,TF-1,Erythroblast,Bone Marrow,0.8755845384835755,0.8722277676749972,0.8850554073634384,0.8778571187803454
6600,6601,71278,KAT2A,BGC823,human gastric cancer cells,None,0.8782930229399032,0.8782930229399032,0.8782930229399032,0.8782930229399031
6601,6602,74215,SUZ12,SF8628,None,Pontine,0.8782930229399032,0.8782930229399032,0.8782930229399032,0.8782930229399031
6602,6603,76573,CENPC,HuRef,Lymphoblastoid,None,0.8782930229399032,0.8782930229399032,0.8782930229399032,0.8782930229399031
6603,6604,77363,ZNF516,MCF-7,None,Breast,0.8782930229399032,0.8782930229399032,0.8782930229399032,0.8782930229399031
6604,6605,56247,BIRA,CClp1,None,None,0.8813385873928663,0.865439291370633,0.8863539450182862,0.8783056635631035
6605,6606,45912,CTCF,K562,Erythroblast,Bone Marrow,0.8474086205754692,0.5629481874443159,0.9415502855462121,0.8790073440544847
6606,6607,71032,HIRA,None,Embryonic Stem Cell,None,0.879521645609479,0.8797031439188281,0.8798240357295736,0.8796830639112974
6607,6608,42945,SMC3,GP5d,None,Colon,0.8813362324165384,0.6590822412766153,0.9301191511150302,0.880107950952296
6608,6609,64544,YBX1,HepG2,Epithelium,Liver,0.886154141064941,0.8709974477687316,0.8837318011723225,0.8806342417748672
6609,6610,65100,ZNF669,HEK293,Epithelium,Embryonic Kidney,0.8820292918028259,0.8805585091483743,0.8804621391153797,0.8810207831460295
6610,6611,34317,MYC,HEK293T,Epithelium,Embryonic Kidney,0.885437636024216,0.8831294294284815,0.8787423874958862,0.882498554910646
6611,6612,63764,ZNF48,HEK293,Epithelium,Embryonic Kidney,0.8810837303954108,0.8828799961716318,0.8836754703054732,0.8825559083329214
6612,6613,48822,MBD2,MCF-7,Epithelium,Breast,0.8841556148873796,0.8757120495373343,0.8873870020005482,0.8826110023496319
6613,6614,74291,MLLT1,MV4-11,Monocyte,None,0.8813353296415428,0.8832421308991327,0.8857944761130568,0.883484734839036
6614,6615,65167,ZBTB12,HEK293,Epithelium,Embryonic Kidney,0.8773656086796702,0.8904968641232762,0.8825444748651332,0.8837110831281989
6615,6616,45429,CBX3,K562,Erythroblast,Bone Marrow,0.887709890792961,0.874293315077988,0.8881869884119237,0.8837237156788156
6616,6617,8780,CBX3,K562,Erythroblast,Bone Marrow,0.887709890792961,0.874293315077988,0.8881869884119237,0.8837237156788156
6617,6618,63977,ZNF512,K562,Erythroblast,Bone Marrow,0.8891292562576424,0.7664297248967848,0.9219326217722073,0.8839154342628919
